Record,Weight,Date,WID,Wrestler1,Team1,Wrestler2,Team2,VS,Result,difVP,NAPM,NPF,Ride,Escaoe,Reversal,TD,LA,HI,HO,D,LS,COUNTER,THROW,APM,oTD,oLA,oHI,oHO,oD,oLS,Ocounter,oTHROW,oAPM,Laa,Lac,Tda,TDc,OPM,DPM,Ptotal,oLAa,oLAc,oTDa,oTDc,oPtotal,oOPM,oDPM,wResult,oppStrength,Seconds,Hia,Hic,Hoa,Hoc,Da,Dc,Lsa,LSc,Countera,Counterc,Throwa,Throwc,SU,E,R ,Cut,BD,MR,NF2,NF4,S ,TV,RT,oHIa,oHIc,oHOa,oHOc,oDa,oDc,oLSa,oLSc,oCountera,oCounterc,oThrowa,oThrowc,oSU,oE,oR,oCut,oBD,oMR,oNF2,oNF4,oS ,oTV,oRT
1482,133,02/02/18,Pepple Indiana 133,Pepple,Indiana,Duncan,Illinois,16.67705396,0,-47.29357091,-1.642857143,0.67,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,-0.142857143,1,1,0,0,0,1,1,0,150,2,0,3,0,0.357142857,0.5,1,1,1,2,2,0,0.785714286,0.714285714,3.858181586,4.286868429,420,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,4,1,0,0,0,0,0
1996,184,03/03/18,Conley Indiana 184,Conley,Indiana,Venz,Nebraska,16.65489719,0,-83.79833175,-2.5,0.67,0,0,0,0,0,0,0,0,0,0,0,0.714285714,1,1,1,0,0,0,1,1,3.214285714,4,0,4,0,0.571428571,0.142857143,0,1,1,3,3,0,1.642857143,0.571428571,4.998823052,6.665097403,420,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,9,2,0,0,0,0,1
1755,141,03/03/18,Lee Penn State 141,Lee,Penn State,Carr,Illinois,16.62125526,0,35.08035357,-15071428571,0.67,0,0.75,0.25,0.125,0.2,0.5,0,0,0,0,0,2.285714286,0.3,0.428571429,0.5,0,0,1,0,0,3.857142857,5,1,8,1,1.071428571,1.214285714,0,7,3,10,3,0,2,0.857142857,3.757363621,4.174848468,420,2,1,2,0,0,0,1,0,3,0,0,0,3,2,1,0,1,0,0,0,0,0,0,4,2,1,0,1,0,1,1,3,0,0,0,0,3,0,0,1,1,0,0,0,0,1
1822,149,03/03/18,McCrystal Nebraska 149,McCrystal,Nebraska,Bleise,Minnesota,16.57428571,1,30.49688596,-0.642857143,1.5,0,1,0,0.5,0.6,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.642857143,5,3,6,3,1.714285714,0.285714286,1,3,0,6,0,0,0.714285714,0.928571429,1.978857143,1.798961039,420,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,2,0,3,4,0,0,0,0,0,0,0,0,0
2764,141,03/03/18,Jaffe Harvard 141,Jaffe,Harvard,D'Arcy,Princeton,16.50461512,1,45.2493604,0.714285714,1.6,1,1,0,0.333333333,0.333333333,1,0,0,0,0,0,1.071428571,0,0,0,0,0,0,0,0,0.357142857,3,1,3,1,0.928571429,0.142857143,1,2,0,2,0,0,0.285714286,0.071428571,0.50760437,0.461458518,420,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,125,02/16/18,Foster Wyoming 125,Foster,Wyoming,Romero,Air Force,16.5,0,null,0.5,1.5,0,1,0,0.5,0.333333333,0,1,0,0,1,0,15071428571,0,0,0,0,0,0,0,0,1.071428571,3,1,4,2,0.928571429,0.642857143,0,3,0,3,0,0,0.428571429,0.642857143,0.9,1,420,0,0,1,1,0,0,2,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
1109,133,02/11/18,Pletcher Ohio State 133,Pletcher,Ohio State,Micic,Michigan,16.46977213,0,-18.28447815,-3,0.45,0,0.2,0,0.25,0.5,0,1,0,0,0,0,1.071428571,0.833333333,0.8,1,0.666666667,0,1,1,0,4.071428571,2,1,4,1,0.571428571,0.5,0,5,4,6,5,0,2.357142857,0.714285714,6.289834356,6.98870484,420,0,0,1,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1,1,1,1,0,0,0,2,0,1,5,1,0,0,0,0,1
282,174,01/28/18,Sebastian Northwestern 174,Sebastian,Northwestern,Pfarr,Minnesota,16.42394416,1,11.31496778,-0.142857143,1.43,0,1,0,0.333333333,0.333333333,0,0,0,0.5,0,0,11042857143,0,0,0,0,0,0,0,0,1.285714286,3,1,3,1,0.857142857,0.285714286,0,4,0,4,0,0,0.857142857,0.428571429,1.724027069,15067297336,420,1,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0
2013,184,03/03/18,Bowman Iowa 184,Bowman,Iowa,Robertson,Wisconsin,16.38842764,0,-27.35464684,-1.357142857,0.55,0,0.5,0,0.111111111,0,0,0,0,0,0.166666667,0,2.071428571,0.375,0.428571429,0,0,0.75,0,0,0,3.428571429,2,0,9,1,0.642857143,1.428571429,0,7,3,8,3,0,2.285714286,0.142857143,3.606699907,4.007444341,420,0,0,2,0,0,0,0,0,6,1,1,0,0,2,0,2,1,0,0,0,0,0,0,1,0,1,0,4,3,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1
1363,197,02/10/18,Holschlag Northern Iowa 197,Holschlag,Northern Iowa,Colbray,Iowa State,16.37294686,1,-40.74184935,0.428571429,0.5,1,1,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0.142857143,1,0,2,0,0.285714286,0.285714286,1,1,0,1,0,0,0.142857143,0,1.423008972,1.29364452,420,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,125,03/03/18,Bunduka George Mason 125,Bunduka,George Mason,Werner,Lock Haven,16.35714286,1,null,0.357142857,1.5,0,0,0,0.375,0.333333333,0,0,0.5,0,0.5,0,2.428571429,0,0,0,0,0,0,0,0,2.071428571,6,2,8,3,1.857142857,0.571428571,1,6,0,9,0,0,0.857142857,1.214285714,110,1,420,1,0,1,0,4,2,0,0,2,1,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0,4,0,2,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0
2225,285,03/03/18,Voss George Mason 285,Voss,George Mason,Correnti,Rider,16.35714286,1,null,0.357142857,1.5,0,1,0,0.125,0,0,0,0,0,0.333333333,0,1.642857143,0,0,0,0,0,0,0,0,1.285714286,5,0,8,1,0.785714286,0.857142857,0,5,0,7,0,0,0.714285714,0.571428571,110,1,420,2,0,2,0,1,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2283,133,03/03/18,Sykora North Dakota State 133,Sykora,North Dakota State,Simmons,Iowa State,16.27971939,1,11.94198527,-0.571428571,1.21,0.75,0.666666667,0.333333333,0.333333333,0.4,0.4,0,0,0,0,0,0.857142857,0.5,0.5,0,0,0.5,0,0.5,0,1.428571429,5,2,6,2,1.285714286,0.571428571,1,2,1,4,2,0,0.714285714,0.714285714,2.076951531,1.888137755,420,5,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0
1361,184,02/10/18,Foster Northern Iowa 184,Foster,Northern Iowa,Pestano,Iowa State,16.27419586,1,37.06069754,1.285714286,1.25,0.333333333,1,0,0.285714286,0.285714286,0.333333333,0,0,0,0,0,1.857142857,0.142857143,0,0,0,0,0,0.5,0,0.571428571,7,2,7,2,15071428571,0.285714286,0,5,0,7,1,1,0.714285714,0.857142857,0.020276729,0.01843339,420,6,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0
2059,197,03/03/18,Beazley Michigan 197,Beazley,Michigan,Wilcke,Iowa,16.2380793,1,15.9591091,-1,1.17,0.5,1,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0.428571429,0.571428571,1,5,0,6,0,0,0.714285714,0.285714286,2.457141263,2.233764785,420,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3044,197,03/03/18,Kasunic American 197,Kasunic,American,Loiseau,Drexel,16.21714286,0,5.067254741,-0.142857143,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.785714286,0.5,1,0,0,0,1,0,0,0.928571429,1,0,3,0,0.214285714,0.571428571,0,1,1,2,1,0,0.642857143,0.285714286,1.836,2.04,420,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0
1292,165,02/17/18,Flynn Mizzouri 165,Flynn,Mizzouri,Patton,Northern Iowa,16.209375,1,null,0.214285714,0.92,0.333333333,1,0,0.5,0,0,0,0,0,1,0,1.928571429,0.142857143,0.166666667,0,0,0,0.25,0,0,1.714285714,2,0,4,2,0.642857143,1.285714286,0,6,1,7,1,0,1.285714286,0.428571429,1.424508929,1.295008117,420,1,0,0,0,0,0,1,0,2,2,0,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,4,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0
1783,149,03/03/18,Amine Michigan 149,Amine,Michigan,Bleise,Minnesota,16.19064935,0,1.847377582,0.357142857,0,1,0.5,0,0,0,0,0,0,0,0,0,15071428571,0.5,0,0,0,0,0,0,1,1.214285714,0,0,1,0,0.285714286,0.285714286,0,1,0,2,1,0,1.214285714,0,1.619064935,1.798961039,420,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
135,184,02/10/18,Ikehara Air Force 184,Ikehara,Air Force,Jantzer,Utah Valley,16.12095238,1,0.53233399,0.214285714,1.5,0,1,0,0.25,0,0,0,0,0,1,0,1.428571429,0,0,0,0,0,0,0,0,1.214285714,3,0,4,1,0.571428571,0.857142857,0,3,0,4,0,0,0.642857143,0.571428571,1.290666667,11073333333,420,1,0,1,0,0,0,1,0,1,1,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,2,0,0,1,2,0,0,0,0,0
370,197,01/21/18,Lee Illinois 197,Lee,Illinois,Woods,Purdue,16.10204082,1,null,0.357142857,1.43,0,1,0,0.5,0.333333333,0,0.333333333,0,0,1,0,1.642857143,0,0,0,0,0,0,0,0,1.285714286,3,1,4,2,1,0.642857143,0,4,0,4,0,0,0.642857143,0.642857143,110,1,420,0,0,3,1,0,0,0,0,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0
2907,165,03/03/18,Mendel Army 165,Mendel,Army,Viruet,Brown,16.04604101,0,22.02286731,0.642857143,0.31,0,1,0,0,0,0,0,0,0,0,0,15071428571,0.272727273,0.222222222,0.285714286,0,0,0,0.5,0,0.928571429,4,0,10,0,0.571428571,2,1,9,2,11,3,2,2.214285714,0.714285714,1.406801903,15063113226,420,1,0,1,0,0,0,2,0,6,0,0,0,8,4,0,0,0,0,0,0,1,0,0,7,2,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,5,0,0,2,0,0
2867,157,03/03/18,Scheidel Columbia 157,Scheidel,Columbia,Staudenmeyer,Brown,16.02142857,1,1.465986395,0.428571429,1.67,0,1,1,0.142857143,0,0,0,0,0,0,1,0.785714286,0,0,0,0,0,0,0,0,0.357142857,5,0,7,1,1.285714286,0.5,1,3,0,6,0,1,0.428571429,0.928571429,0.887857143,0.807142857,420,2,0,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,1,0,0
1273,174,02/18/18,Amine Michigan 174,Amine,Michigan,Brucki,Central Michigan,16,1,null,0.285714286,1.75,0.333333333,1,0,0.5,0.333333333,0,0,1,0,1,0,0.928571429,0,0,0,0,0,0,0,0,0.642857143,3,1,4,2,1.357142857,0.571428571,1,1,0,2,0,0,0.142857143,0.5,110,1,420,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
1900,165,03/03/18,Campbell Ohio State 165,Campbell,Ohio State,Marinelli,Iowa,15.97608664,0,-37.4111613,-3.285714286,0.3,0,0.6,0,0,0,0,0,0,0,0,0,0.571428571,0.428571429,0.428571429,0.666666667,1,0,0,0,0,3.857142857,2,0,4,0,0.428571429,11042857143,1,7,3,7,3,0,2.571428571,0.285714286,7.183322949,7.981469944,420,1,0,0,0,0,0,1,0,1,0,1,0,8,3,0,0,0,0,0,0,1,0,0,3,2,1,1,2,0,1,0,0,0,0,0,0,0,1,0,4,6,0,0,0,0,1
889,125,11/04/17,Mead Ohio State 125,Mead,Ohio State,Gomez,Princeton,15.96428571,0,null,0.785714286,0.89,0.5,0.25,0,0.125,0,0,0,0,0,0,1,1.714285714,0.5,0.25,0,0,0,0.333333333,1,0,0.928571429,6,0,8,1,1.357142857,0.357142857,0,4,1,6,3,1,0.857142857,1.071428571,0.9,1,420,1,0,3,0,0,0,2,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0
2070,285,03/03/18,Stone Wisconsin 285,Stone,Wisconsin,Hemida,Maryland,15.89415584,0,-98.0003147,-3.214285714,0.71,0,0.25,0,0.333333333,0,0,0,0,0,0,0.5,0,0.4,0.25,1,0,0,0,0,1,3.214285714,1,0,3,1,0.714285714,0.285714286,1,4,1,5,2,0,1.785714286,0.428571429,5.741201299,6.379112554,420,0,0,0,0,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,1,1,0,6,1,0,0,0,0,1
2452,165,03/03/18,Ashworth Wyoming 165,Ashworth,Wyoming,Fogarty,North Dakota State,15.87857143,0,44.55304893,0.428571429,0.6,0,0.5,0,0,0,0,0,0,0,0,0,15071428571,0.083333333,0.166666667,0,0,0.333333333,0,0,0,11042857143,9,0,10,0,1.285714286,0.285714286,0,6,1,12,1,1,11042857143,1,1.330714286,1.478571429,420,3,0,1,0,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
260,165,02/02/18,Kiussis West Virginia 165,Kiussis,West Virginia,Lopouchanski,Air Force,15.82142857,1,null,0.428571429,1.13,1,0.5,0,0.2,0.2,0,0,1,0,0,0,1.642857143,0.25,0,0,0,0,0,1,0,1.214285714,5,1,5,1,1.357142857,0.285714286,0,3,0,4,1,0,0.642857143,0.571428571,110,1,420,1,0,2,0,1,1,1,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0
384,165,01/21/18,Hoehn Edinboro 165,Hoehn,Edinboro,Walsh,Rider,15.79368622,0,-72.94248276,-15071428571,1.07,0,0.666666667,0,0.5,0.5,0,0,1,0.333333333,0,0,1.785714286,0.4,0,0,0,0,0,1,0,3.357142857,4,2,4,2,1.285714286,0.5,0,3,0,5,2,0,1.642857143,1.714285714,3.038552296,4.051403061,420,0,0,0,0,1,1,3,1,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,0,4,4,0,0,0,1,0,2,0,0,0
1665,125,03/03/18,Jiminez Wisconsin 125,Jiminez,Wisconsin,Cray,Maryland,15.76334001,1,28.60313246,2.5,1.36,0.5,0.666666667,0,0.142857143,0,0,0,0,0,1,0,2.785714286,0.25,0,0,0,0,0,0.333333333,0,0.285714286,6,0,7,1,1,0.785714286,0,1,0,4,1,1,0.214285714,1.071428571,-1.816523142,-1.651384674,420,2,0,4,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0
772,157,01/12/18,Short Minnesota 157,Short,Minnesota,Jordan,Ohio State,15.71858722,0,-90.4637624,-4.5,0.4,0,0,0,0.111111111,0,0,0,0,0,0.125,0,0.571428571,0.133333333,0.133333333,0.333333333,0,0,0,0,0,5.071428571,1,0,9,1,0.142857143,1.428571429,1,15,2,15,2,0,3.785714286,0.285714286,8.790608722,9.767343024,420,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,2,0,5,0,2,0,0,0,0,0,0,2,0,2,5,0,0,1,0,0,1
496,165,11/17/17,Wanzek Minnesota 165,Wanzek,Minnesota,Carlson,South Dakota State,15.71428571,1,null,0.428571429,1.1,0.75,0.333333333,0,0.6,0.5,0,0,0,1,0,1,2.142857143,0.4,0.4,0,0.333333333,0,0.5,0,0,1.714285714,4,2,5,3,1.928571429,0.214285714,0,5,2,5,2,0,150,0.214285714,110,1,420,1,0,1,0,0,0,2,2,0,0,1,1,1,1,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0
2913,165,03/03/18,Wolf Lehigh 165,Wolf,Lehigh,Bethea,Pennsylvania,15.709891,0,6.506151104,0.428571429,0.57,0.5,0.5,0,0.125,0.2,0,0,0,0.2,0,0,3,0.545454545,0.571428571,0,1,0.5,0.5,0.333333333,1,2.571428571,5,1,8,1,1.214285714,0.785714286,0,7,4,11,6,1,2.714285714,0.857142857,1.326091141,1.473434601,420,0,0,0,0,0,0,5,1,2,0,1,0,1,3,0,0,1,0,0,0,0,0,1,1,0,2,2,2,1,2,1,3,1,1,1,0,1,0,1,1,0,0,0,1,0,0
210,184,02/04/18,Pestano Iowa State 184,Pestano,Iowa State,Mueller,South Dakota State,15.70639196,0,-14.95841041,0.214285714,0.97,0,1,0,0.142857143,0.142857143,0,0.5,0,0,0,0,2.071428571,0.4,0.25,0,0,0,0.5,1,0,1.857142857,7,1,7,1,1.357142857,0.714285714,0,4,1,5,2,0,1,0.857142857,1.362846988,15014274431,420,3,0,2,1,0,0,2,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0
2994,184,03/03/18,Heyob Pennsylvania 184,Heyob,Pennsylvania,Phipps,Bucknell,15.69642857,1,27.3122449,2,1.2,0.6,1,0,0.8,1,1,0,0,0,0.666666667,0,3.571428571,0.25,0.333333333,0,0,0,0.5,0,0,15071428571,2,2,5,4,11042857143,1.428571429,0,3,1,4,1,0,1,0.571428571,-0.830357143,-0.664285714,420,2,2,0,0,0,0,0,0,3,2,0,0,0,3,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
409,197,01/19/18,Beazley Michigan 197,Beazley,Michigan,Ritter,Wisconsin,15.6957366,0,22.44435121,0.214285714,0.67,0,1,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0,1,0,0,0,0,0.785714286,4,0,4,0,0.571428571,0.428571429,0,2,1,2,1,0,0.571428571,0.214285714,1.426716517,15085240574,420,1,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1833,157,03/03/18,Parriott Purdue 157,Parriott,Purdue,Van Brill,Rutgers,15.68236551,0,20.16051765,-0.285714286,1.1,0,0,0,0.25,0,0,0,0,0,0,1,0.928571429,0.333333333,0.5,0.5,0,0,0,0,0,1.214285714,2,0,4,1,0.785714286,0.142857143,0,2,1,3,1,0,0.785714286,0.428571429,1.825379409,2.028199343,420,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0
1567,285,01/05/18,MacDonald North Carolina State 285,MacDonald,North Carolina State,White,Oklahoma State,15.67395197,0,null,-1.785714286,0.33,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.25,0.5,1,0,0,0,0,0,2.071428571,1,0,1,0,0.142857143,0.142857143,0,2,1,4,1,1,1.642857143,0.428571429,4.543585673,6.05811423,420,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,5,2,0,1,1,0,1
1958,174,03/03/18,Jordan Ohio State 174,Jordan,Ohio State,Amine,Michigan,15.54878567,0,9.744193787,-0.091463415,1.71,0,0,0,0.125,0.2,0,0,0.5,0,0,0,1.829268293,0,0,0,0,0,0,0,0,1.920731707,5,1,8,1,1.280487805,0.548780488,0,2,0,4,0,0,1108902439,0.731707317,15081010971,6.324043886,328,1,0,0,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0
1327,285,02/10/18,Eagan Wyoming 285,Eagan,Wyoming,Winters,Northern Colorado,15.51904762,1,30.7796217,2.571428571,1.4,0,1,0,0.5,1,1,0,0,1,0,0,2.428571429,0,0,0,0,0,0,0,0,-0.142857143,2,2,4,2,1,0.428571429,0,3,0,3,0,1,0.428571429,0.428571429,-2.048095238,-1.861904762,420,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
653,285,01/19/18,Nevills Penn State 285,Nevills,Penn State,Streck,Purdue,15.49596322,1,39.89037228,-15071428571,1.71,0,1,0,0.2,0.2,0,0,0,0.5,0,0,-0.428571429,0,0,0,0,0,0,0,0,11042857143,5,1,5,1,1.428571429,0.142857143,2,2,0,3,0,0,0.285714286,0.857142857,1.998575914,1.816887194,420,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,3,3,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0
1079,197,12/01/17,Moore Ohio State 197,Moore,Ohio State,Honis,Cornell,15.3956044,1,null,0.285714286,1.5,0,1,0,0.2,0.285714286,0.333333333,0,0,1,0,0,1.214285714,0,0,0,0,0,0,0,0,0.928571429,7,2,10,2,1.642857143,0.571428571,1,6,0,10,0,1,0.928571429,1,110,1,420,3,1,0,0,3,0,1,1,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,2,0,1,0,1,0,4,0,0,0,0,3,0,0,1,0,0,0,1,0,0
1719,133,03/03/18,Thornton Purdue 133,Thornton,Purdue,Pepple,Indiana,15.37071995,1,25.83645125,1.214285714,1.67,1,0,0,0.2,0.25,0,0.333333333,0,0,0,0,2.357142857,0,0,0,0,0,0,0,0,11042857143,4,1,5,1,1.214285714,0.142857143,0,2,0,5,0,0,0.285714286,0.857142857,-0.486737528,-0.442488662,420,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0
3077,285,03/03/18,Butterbrodt Brown 285,Butterbrodt,Brown,Dempsey,American,15.32481522,0,null,0.928571429,0.5,0,0.666666667,0,0,0,0,0,0,0,0,0,0.928571429,1,1,1,0,0,1,0,0,0,2,0,4,0,0.285714286,0.642857143,0,2,2,2,2,1,0.857142857,0.142857143,1.068195808,11086884231,420,1,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2371,149,03/03/18,Olivas Fresno State 149,Olivas,Fresno State,Jeffries,Oklahoma,15.29285714,0,0.211958016,0.214285714,0.33,0.333333333,0.666666667,0.666666667,0,0,0,0,0,0,0,0,1.357142857,0.333333333,0.4,0,0.666666667,0,0,0,0,11042857143,3,0,5,0,0.5,0.857142857,0,5,2,6,2,1,1.714285714,0.428571429,1.457857143,1.61984127,420,0,0,0,0,1,0,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0
2180,165,03/03/18,Wohlabaugh Clarion 165,Wohlabaugh,Clarion,Poullas,Cleveland State,15.25,0,null,1,0.63,0,0.666666667,0,0,0,0,0,0,0,0,0,150,0.4,0.666666667,0.666666667,0,0,0,0,0,0.5,4,0,8,0,0.714285714,0.785714286,0,3,2,5,2,1,1.071428571,0.428571429,0.9,1,420,2,0,1,0,0,0,1,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2444,165,03/03/18,Lopunchanski Air Force 165,Lopunchanski,Air Force,Patton,Northern Iowa,15.22723214,1,null,0.071428571,1.38,0,2,0,0.333333333,0,0,0,0,0,0,0.5,11042857143,0,0,0,0,0,0,0,0,1.071428571,1,0,3,1,0.785714286,0.357142857,0,5,0,5,0,0,0.785714286,0.285714286,1.424508929,1.295008117,420,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2497,174,03/03/18,VonEgidy West Virginia 174,VonEgidy,West Virginia,Pope,Wyoming,15.21639194,1,-23.68314049,-1.857142857,1.08,0.166666667,1,0,0.714285714,0.666666667,0,0,1,1,0.75,0,0.714285714,0.090909091,0.111111111,0,0,0,0.166666667,0,0,2.571428571,3,2,7,5,1,1.714285714,2,9,1,11,1,0,15071428571,1,3.224020147,2.930927406,420,1,0,0,0,1,1,1,1,4,3,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,6,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0
665,165,01/21/18,Joseph Penn State 165,Joseph,Penn State,Burnham,Maryland,15.20199864,1,105.5654149,4.239130435,1.5,1,0,0,1,1,1,0,0,0,0,0,4.891304348,0,0,0,0,0,0,0,0,0.652173913,1,1,1,1,4.891304348,0,0,1,0,1,0,0,0.652173913,0,-4.838495789,-2.764854736,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
