Record,Weight,Date,WID,Wrestler1,Team1,Wrestler2,Team2,VS,Result,difVP,NAPM,NPF,Ride,Escaoe,Reversal,TD,LA,HI,HO,D,LS,COUNTER,THROW,APM,oTD,oLA,oHI,oHO,oD,oLS,Ocounter,oTHROW,oAPM,Laa,Lac,Tda,TDc,OPM,DPM,Ptotal,oLAa,oLAc,oTDa,oTDc,oPtotal,oOPM,oDPM,wResult,oppStrength,Seconds,Hia,Hic,Hoa,Hoc,Da,Dc,Lsa,LSc,Countera,Counterc,Throwa,Throwc,SU,E,R ,Cut,BD,MR,NF2,NF4,S ,TV,RT,oHIa,oHIc,oHOa,oHOc,oDa,oDc,oLSa,oLSc,oCountera,oCounterc,oThrowa,oThrowc,oSU,oE,oR,oCut,oBD,oMR,oNF2,oNF4,oS ,oTV,oRT
917,157,11/04/17,Jordan Ohio State 157,Jordan,Ohio State,Walden,UNAT,377.5,1,null,18,2,1,0,0,0.666666667,0.5,0.5,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,2,1,3,2,13.5,4.5,0,0,0,0,0,0,0,0,1.75,1,40,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,184,11/19/17,Nickal Penn State 184,Nickal,Penn State,Wagner,Virginia Military Institute,357.1226415,1,null,16.98113208,2,1,0,0,1,1,1,0,0,1,0,1,16.98113208,0,0,0,0,0,0,0,0,0,2,2,3,3,16.98113208,0,0,0,0,0,0,0,0,0,1.75,1,53,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,174,02/11/18,Skatzka Indiana 174,Skatzka,Indiana,Cody,Northwestern,350.8333333,1,null,16.66666667,2,1,0,0,1,1,0,1,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,1,1,1,1,16.66666667,0,0,0,0,0,0,0,0,0,1.75,1,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,184,11/09/17,Nickal Penn State 184,Nickal,Penn State,Stewart,Army,340.5769231,1,null,16.15384615,2,1,0,0,1,0,0,0,0,0,0,1,16.15384615,0,0,0,0,0,0,0,0,0,0,0,1,1,16.15384615,0,0,0,0,0,0,0,0,0,1.75,1,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,174,01/01/18,Hall Penn State 174,Hall,Penn State,Bolen,Virginia Tech,291.7857143,1,null,13.71428571,2,1,0,0,0.5,0,0,0,0,0,0,1,13.71428571,0,0,0,0,0,0,0,0,0,0,0,2,1,12,1.714285714,0,0,0,0,0,0,0,0,1.75,1,35,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,141,03/03/18,Dippery Rider 141,Dippery,Rider,Orem,Bloomsburg,276.7021277,1,null,13.08510638,2,1,0,0,0.5,0.5,0.5,0,0,0,0,0,13.72340426,0,0,0,0,0,0,0,0,0.638297872,2,1,2,1,13.72340426,0,0,0,0,1,0,0,0,0.638297872,150,1,94,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,184,11/19/17,Nickal Penn State 184,Nickal,Penn State,Murphy,Drexel,248.2692308,1,null,11503846154,2,1,0,0,1,1,0,0,0,1,0,0,11503846154,0,0,0,0,0,0,0,0,0,1,1,1,1,11503846154,0,0,0,0,0,0,0,0,0,1.75,1,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,133,03/03/18,Desanto Drexel 133,Desanto,Drexel,Martoccio,Franklin & Marshall,246.3659794,1,null,11.44329897,2,0.5,0,0,0.8,0.75,0.666666667,1,0,0,1,0,13.91752577,0,0,0,0,0,0,0,0,2.474226804,4,3,5,4,12.06185567,1.855670103,0,0,0,3,0,0,0,2.474226804,1.75,1,97,3,2,1,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
441,197,01/05/18,Beazley Michigan 197,Beazley,Michigan,Irick,Indiana,242.5,1,null,15,1.5,1,0,0,1,0,0,0,0,0,0,1,17.30769231,0,0,0,0,0,0,0,0,2.307692308,0,0,1,1,17.30769231,0,0,1,0,1,0,0,2.307692308,0,1.75,1,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,197,03/03/18,Orndorff Utah Valley 197,Orndorff,Utah Valley,Hokit,Fresno State,235.9797933,1,88.18831748,15.07142857,1.8,0.333333333,1,0,0.5,0.5,0.5,0.333333333,1,0,0.5,0,14.14285714,0,0,0,0,0,0,0,0,-0.928571429,8,4,10,5,2.357142857,0.785714286,0,2,0,3,0,2,0.357142857,0.714285714,-3.530592096,-3.209629178,420,4,2,3,1,1,1,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,11,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,0,2,0,0
2773,149,03/03/18,Burkert Hofstra 149,Burkert,Hofstra,Oliva,Pennsylvania,235.2419355,1,null,14.51612903,1.5,1,0,0,0.5,0,0,0,0,0,1,0,16.4516129,0,0,0,0,0,0,0,0,1.935483871,0,0,2,1,10.64516129,5.806451613,0,1,0,1,0,0,1.935483871,0,1.75,1,31,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,285,03/03/18,Hemida Maryland 285,Hemida,Maryland,Jensen,Nebraska,234.860119,1,51.49010513,10.66666667,2,0.5,0,0,0.666666667,0.5,1,0,0,0,0,1,14.66666667,0,0,0,0,0,0,0,0,4,2,1,3,2,14.66666667,0,0,0,0,2,0,0,0,4,2.152678571,1.230102041,45,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337,141,01/26/18,Weaver Indiana 141,Weaver,Indiana,Stickley,Wisconsin,230.4505719,1,62.81696429,13.23529412,2,1,0,0,1,1,0,1,0,0,0,0,13.23529412,0,0,0,0,0,0,0,0,0,1,1,1,1,13.23529412,0,0,0,0,0,0,0,0,0,-3.425531046,-1.957446312,34,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,285,01/19/18,Coon Michigan 285,Coon,Michigan,Stone,Wisconsin,210.133919,1,178.1422561,13.5,2,1,0,0,0.5,0,0,0,0,0,0,0.5,13.5,0,0,0,0,0,0,0,0,0,0,0,2,1,13.5,0,0,0,0,0,0,0,0,0,-5.986608103,-3.420918916,40,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,165,02/09/18,Rogers Oklahoma State 165,Rogers,Oklahoma State,Hoehn,Edinboro,209.4040549,1,17150956704,13.30769231,2,1,0,0,0.5,1,0,1,0,0,0,0,12.30769231,0,0,0,0,0,0,0,0,-1,1,1,2,1,12.30769231,0,0,0,0,0,0,1,0,0,-5.674979126,-3.242845215,39,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
763,125,01/12/18,Tomasello Ohio State 125,Tomasello,Ohio State,Lizak,Minnesota,209.2251449,1,62.1496109,7.526315789,1.83,1,1,0,0.461538462,0.4,0.666666667,0,1,0,0.666666667,0,6.052631579,0,0,0,0,0,0,0,0,-1.473684211,10,4,13,6,4.649122807,1.403508772,0,2,0,3,0,2,0.350877193,0.175438596,7.124268876,4.749512584,342,3,2,5,0,2,2,0,0,3,2,0,0,0,1,0,3,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2132,133,03/03/18,Myers Edinboro 133,Myers,Edinboro,Cooley,Clarion,207.2959184,1,null,9.489795918,2,1,0,0,1,1,1,0,0,0,0,0,10.10204082,0,0,0,0,0,0,0,0,0.612244898,1,1,1,1,10.10204082,0,0,0,0,1,0,0,0,0.612244898,1.75,1,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,174,03/03/18,Hall Penn State 174,Hall,Penn State,Christensen,Wisconsin,203.3518417,1,105.9385979,9.411764706,2,1,0,0,0.5,0,0,0,0,0,0,1,9.411764706,0,0,0,0,0,0,0,0,0,0,0,2,1,8.235294118,11076470588,0,0,0,0,0,0,0,0,15011654757,0.863802718,51,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,285,02/09/18,Coon Michigan 285,Coon,Michigan,Rebottaro,Michigan State,201.8216937,1,183.5514398,13.55769231,2,1,0,0,0.833333333,0.666666667,1,0.5,0,0,0,1,13.55769231,0,0,0,0,0,0,0,0,0,3,2,6,5,13.55769231,0,0,0,0,0,0,0,0,0,-6.93321525,-3.961837286,104,1,1,2,1,0,0,0,0,0,0,3,3,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,157,11/09/17,Nolf Penn State 157,Nolf,Penn State,Weiland,Army,199.2798507,1,147.2478377,16.56716418,1.5,0.5,0,0,0.5,0.5,1,0,0,0,0.5,0,20.14925373,0,0,0,0,0,0,0,0,3.582089552,2,1,4,2,16.56716418,3.582089552,0,2,0,3,0,0,1.791044776,1.791044776,-4.922761194,-2.813006397,67,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1101,184,02/10/18,Nickal Penn State 184,Nickal,Penn State,Bowman,Iowa,197.259644,1,164.9366722,8.75,2,1,0,0,1,1,0,0,0,1,0,0,8.75,0,0,0,0,0,0,0,0,0,1,1,1,1,8.75,0,0,0,0,0,0,0,0,0,2.2259644,1.271979657,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,125,01/05/18,Lee Iowa 125,Lee,Iowa,Foley,Michigan State,191.23241,1,92.90605824,9.130434783,1.75,1,0,0,0.333333333,0.333333333,0,0.5,0,0,0,0,11.73913043,0,0,0,0,0,0,0,0,2.608695652,3,1,3,1,11.73913043,0,0,1,0,2,0,0,1.304347826,1.304347826,3.144980129,1.797131502,46,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,285,03/03/18,Coon Michigan 285,Coon,Michigan,Stoll,Iowa,182.7831,1,90.07106131,4.426229508,2,0.5,0,0,1,0,0,0,0,0,1,1,4.918032787,0,0,0,0,0,0,0,0,0.491803279,0,0,2,2,3.442622951,1.475409836,0,0,0,0,0,0,0,0.491803279,9.425850979,5.386200559,122,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
619,157,01/26/18,Nolf Penn State 157,Nolf,Penn State,Short,Minnesota,182.5835134,1,111.9081059,9,1.93,0.8,1,0,0.5,0.461538462,0.333333333,0.5,0,1,1,0,5.428571429,0,0,0,0,0,0,0,0,-3.571428571,13,6,14,7,3.857142857,0.571428571,0,1,0,2,0,4,0.142857143,0.285714286,0.90120848,0.720966784,420,6,2,2,1,2,0,3,3,1,1,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0
833,184,02/03/18,Nickal Penn State 184,Nickal,Penn State,Martin,Ohio State,181.2919538,1,76.62290567,3.5,1.5,0.5,1,0,0.375,0.25,0,1,0,0,0.5,0,3.714285714,0,0,0,0,0,0,0,0,0.214285714,4,1,8,3,1.428571429,1.285714286,0,3,0,6,0,1,0.428571429,0.785714286,12.62919538,10.10335631,420,1,0,1,1,2,0,0,0,4,2,0,0,0,1,0,0,3,1,1,0,0,0,1,2,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,1,0,0
573,174,12/17/17,Hall Penn State 174,Hall,Penn State,Skatzka,Indiana,178.4447203,1,55.81167669,5.04040404,1.5,1,2,0,0.666666667,1,0,1,0,0,0,1,4.747474747,0,0,0,0,0,0,0,0,-0.292929293,1,1,3,2,4.242424242,0.505050505,0,2,0,2,0,1,0.505050505,0.202020202,10.28386597,5.87649484,297,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,3,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0
627,197,01/26/18,Rasheed Penn State 197,Rasheed,Penn State,Krone,Minnesota,178.2142857,1,null,8.035714286,2,1,0,0,1,1,1,0,0,0,0,0,8.035714286,0,0,0,0,0,0,0,0,0,1,1,1,1,8.035714286,0,0,0,0,0,0,0,0,0,1.75,1,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,174,12/01/17,Jordan Ohio State 174,Jordan,Ohio State,Stodden,Nebraska-Kearney,172.9301075,1,null,8.88172043,1.75,0.6,2,0,0.666666667,0.833333333,0,0,1,1,0.333333333,0,7.52688172,0,0,0,0,0,0,0,0,-1.35483871,6,5,9,6,6.23655914,1.290322581,0,2,0,2,0,2,0.430107527,0.215053763,1.75,1,279,0,0,1,0,1,1,4,4,3,1,0,0,0,1,0,4,6,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
973,174,11/19/17,Hall Penn State 174,Hall,Penn State,Fallon,Sacred Heart,172.9054054,1,null,9.324324324,1.67,1,0,0,0.666666667,1,1,0,0,1,0,0,10.13513514,0,0,0,0,0,0,0,0,0.810810811,2,2,3,2,9.324324324,0.810810811,0,1,0,1,0,0,0.810810811,0,1.75,1,74,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,285,03/03/18,Snyder Ohio State 285,Snyder,Ohio State,Nevills,Penn State,172.4153251,1,75.06682184,5.285714286,1.89,0.166666667,1,0,0.555555556,0.625,0,1,0,0.5,0,0,3.928571429,0,0,0,0,0,0,0,0,-1.357142857,8,5,9,5,2.642857143,0.285714286,0,1,0,6,0,3,0.142857143,150,7.257405528,5.805924423,420,1,0,3,3,0,0,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,3,0,0
688,184,01/28/18,Gravina Rutgers 184,Gravina,Rutgers,Nickal,Penn State,168.6209806,0,-138.3143486,15071428571,0.56,0,0.666666667,0,0,0,0,0,0,0,0,0,15071428571,0.285714286,0,0,0,0,0,0.666666667,0,0,5,0,8,0,0.785714286,0.785714286,0,4,0,7,2,2,0.642857143,1.357142857,15.98908219,17.76564687,420,1,0,0,0,4,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,2,0,0,1,2,0,0,0,1,0,0,2,0,0
1231,184,01/01/18,Nickal Penn State 184,Nickal,Penn State,Smeltzer,Virginia Tech,167.5,1,null,10,1.5,0.5,0,0,0.75,0.5,0,1,0,0,1,0,12.60869565,0,0,0,0,0,0,0,0,2.608695652,2,1,4,3,7.391304348,5.217391304,0,2,0,2,0,0,1.739130435,0.869565217,1.75,1,69,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1878,165,03/03/18,Wick Wisconsin 165,Wick,Wisconsin,Hiles,Michigan State,167.3763715,1,117.4691307,12.72727273,2,1,0,0,1,1,0,0,0,1,0,0,12.72727273,0,0,0,0,0,0,0,0,0,1,1,1,1,12.72727273,0,0,0,0,0,0,0,0,0,-8.716908305,-4.98109046,33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,285,03/03/18,Snyder Ohio State 285,Snyder,Ohio State,Coon,Michigan,166.1835164,1,-10.80700083,0.428571429,1.83,0,2,0,0.2,0.2,0,0,0,0.5,0,0,1.357142857,0,0,0,0,0,0,0,0,0.928571429,5,1,5,1,1,0.357142857,0,1,0,4,0,0,0.214285714,0.714285714,15.83263736,14.39330669,420,2,0,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0
1126,285,02/11/18,Coon michigan 285,Coon,michigan,Snyder,Ohio State,166.0540573,1,10.80700083,150,1.31,0.666666667,1,0,0.222222222,0,0,0,0,0,0.2,1,2.071428571,0,0,0,0,0,0,0,0,0.571428571,3,0,9,2,0.928571429,11042857143,0,9,0,10,0,1,1.285714286,0.285714286,14.64386727,13.31260661,420,3,0,0,0,0,0,0,0,5,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2134,133,03/03/18,Schultz Bloomsburg 133,Schultz,Bloomsburg,Coghill,Cleveland State,165.6481481,1,null,8.888888889,1.67,0.5,0,0,1,1,1,0,0,0,0,0,11.66666667,0,0,0,0,0,0,0,0,2.777777778,2,2,2,2,11.66666667,0,0,1,0,1,0,0,11011111111,1.666666667,1.75,1,54,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1868,157,03/03/18,Jordan Ohio State 157,Jordan,Ohio State,Kemerer,Iowa,164.9591472,1,11.90752023,0.874635569,1.7,0.5,0,0,0.142857143,0,0,0,0,0,0,1,2.361516035,0,0,0,0,0,0,0,0,1.486880466,6,0,7,1,2.361516035,0,0,3,0,7,0,0,0.524781341,0.962099125,15.00903425,8.576591001,343,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
913,149,11/04/17,Hayes Ohio State 149,Hayes,Ohio State,Fischer,Lehigh,164.8053892,1,null,7.365269461,2,1,0,0,1,1,0,0,0,1,0,0,7.365269461,0,0,0,0,0,0,0,0,0,1,1,1,1,7.365269461,0,0,0,0,0,0,0,0,0,1.75,1,167,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,285,01/12/18,Coon Michigan 285,Coon,Michigan,Nevills,Penn State,163.1863002,1,85.87382267,5.285714286,1.71,1,1,0,0.2,0.2,0.5,0,0,0,0,0,2.785714286,0,0,0,0,0,0,0,0,-2.5,5,1,5,1,15071428571,0.214285714,0,2,0,2,0,3,0.357142857,0.142857143,7.257405528,5.805924423,420,2,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0
981,174,11/19/17,Hall Penn State 174,Hall,Penn State,Johnson,Harvard,163.0737734,1,13110058974,9.6,2,1,0,0,0.5,0,0,0,0,0,0,1,9.6,0,0,0,0,0,0,0,0,0,1,0,2,1,9.6,0,0,0,0,0,0,0,0,0,-2.892622655,-1.652927231,50,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,157,01/01/18,Nolf Penn State 157,Nolf,Penn State,Coy,Virginia,162.469697,1,null,7.563636364,1.92,1,2,0,0.454545455,0.454545455,0.4,0,0,0.75,0,0,6.763636364,0,0,0,0,0,0,0,0,-0.8,11,5,11,5,6.436363636,0.327272727,0,1,0,5,0,2,0.327272727,0.872727273,1.75,1,275,5,2,1,0,1,0,4,3,0,0,0,0,1,1,0,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0
2118,125,03/03/18,Russel Edinboro 125,Russel,Edinboro,Martin,Cleveland State,161.8164794,1,null,7.865168539,1.87,0.714285714,2,0,0.533333333,0.461538462,0.285714286,0.5,0.5,1,1,0,9.775280899,0,0,0,0,0,0,0,0,1.91011236,13,6,15,8,8.202247191,15073033708,0,2,0,5,0,0,0.561797753,1.348314607,150,1,267,7,2,2,1,2,1,2,2,2,2,0,0,0,1,0,5,4,2,1,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,1,0,0,0,0,0,0
2018,184,03/03/18,Martin Ohio State 184,Martin,Ohio State,Nickal,Penn State,160.5753457,0,-76.62290567,0.071428571,0.96,0,0.666666667,0,0.166666667,0.2,0,1,0,0,0,0,1.857142857,0.5,0.666666667,0,0,0,0.666666667,0,0,1.785714286,5,1,6,1,11042857143,0.714285714,0,3,2,4,2,1,150,0.285714286,15.98908219,17.76564687,420,2,0,1,1,0,0,2,0,1,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,3,4,0,0,1,0,1
1243,197,01/01/18,Rasheed Penn State 197,Rasheed,Penn State,Holschlag,Northern Iowa,160.0361949,1,119.3411236,10.43478261,2,1,0,0,0.5,0.5,0,0,0,1,0,0,10.43478261,0,0,0,0,0,0,0,0,0,2,1,2,1,10.43478261,0,0,0,0,0,0,0,0,0,-4.865945726,-2.780540415,46,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,125,03/03/18,Lee Iowa 125,Lee,Iowa,Foley,Michigan State,157.3757272,1,92.90605824,6.296296296,2,0.5,0,0,0.666666667,1,0,1,0,0,0,0,7.037037037,0,0,0,0,0,0,0,0,0.740740741,2,2,3,2,7.037037037,0,0,0,0,0,0,0,0,0.740740741,3.144980129,1.797131502,162,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
731,285,12/21/17,Snyder Ohio State 285,Snyder,Ohio State,Nye,Kent State,157.2260274,1,null,7.397260274,1.89,0.714285714,0,0,0.666666667,0.625,1,1,0,0.333333333,1,0,8.082191781,0,0,0,0,0,0,0,0,0.684931507,8,5,9,6,7.260273973,0.821917808,0,1,0,1,0,0,0.273972603,0.410958904,1.75,1,219,3,3,1,1,1,0,3,1,1,1,0,0,0,0,0,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1023,149,12/01/17,Hayes Ohio State 149,Hayes,Ohio State,Springer,Eastern Michigan,155.9395973,1,null,8.053691275,1.75,1,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,8.859060403,0,0,0,0,0,0,0,0,0.805369128,3,1,3,1,8.859060403,0,0,1,0,2,0,0,0.402684564,0.402684564,150,1,149,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,149,01/01/18,Retherford Penn State 149,Retherford,Penn State,Leynaud,Duke,155.5,1,null,8.625,1.6,1,0,0,0.5,0.666666667,0.5,0,1,0,0,0,10.125,0,0,0,0,0,0,0,0,150,3,2,4,2,9.375,0.75,0,2,0,2,0,0,150,0,1.75,1,80,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,149,12/17/17,Retherford Penn State 149,Retherford,Penn State,Tunon,Indiana,154.4427313,1,null,7.607929515,1.8,1,0,0,0.833333333,0.75,0.666666667,0,1,0,1,0,6.872246696,0,0,0,0,0,0,0,0,-0.735682819,4,3,6,5,5.286343612,15085903084,0,1,0,1,0,1,0.264317181,0,1.75,1,227,3,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
989,184,11/19/17,Nickal Penn State 184,Nickal,Penn State,Sliga,Northwestern,153.4311224,1,189.9815416,8.75,2,1,0,0,1,0,0,0,0,0,0,1,8.75,0,0,0,0,0,0,0,0,0,0,0,1,1,8.75,0,0,0,0,0,0,0,0,0,-2.156887755,-1.232507289,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,285,03/03/18,Stoll Iowa 285,Stoll,Iowa,Hemida,Maryland,153.027381,1,-9.929119947,6.214285714,1.33,1,1,0,0.333333333,0,0,0,0,0,0.5,0,2.928571429,0,0,0,0,0,0,0,0,-3.285714286,2,0,6,2,0.642857143,1.285714286,0,3,0,5,0,4,0.571428571,0.142857143,7.01702381,6.379112554,420,1,0,0,0,1,0,0,0,4,2,0,0,0,1,0,1,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0
3049,197,03/03/18,Weiler Lehigh 197,Weiler,Lehigh,Toci,Sacred Heart,151.9827586,1,null,13.44827586,1,1,0,0,1,0,0,0,0,0,1,0,15.51724138,0,0,0,0,0,0,0,0,2.068965517,0,0,1,1,9.310344828,6.206896552,0,1,0,1,0,0,2.068965517,0,1.75,1,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
