Record,Weight,Date,Wrestler1,Team1,Wrestler2,Team2,Result,Seconds,Hia,Hic,Hoa,Hoc,Da,Dc,Lsa,LSc,Countera,Counterc,Throwa,Throwc,SU,E,R ,Cut,BD,MR,NF2,NF4,S ,TV,RT,oHIa,oHIc,oHOa,oHOc,oDa,oDc,oLSa,oLSc,oCountera,oCounterc,oThrowa,oThrowc,oSU,oE,oR,oCut,oBD,oMR,oNF2,oNF4,oS ,oTV,oRT
1752,141,3/3/2018,Weaver,Indiana,Lee,Penn State,0.75,420,4,0,2,0,0,0,1,0,3,0,0,0,2,3,0,0,1,2,0,0,1,1,0,6,2,5,1,0,0,4,0,4,2,0,0,2,1,0,0,3,1,0,0,0,0,1
1753,141,3/3/2018,Limmex,Purdue,McKenna,Ohio State,0.9,420,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,8,0,0,0,0,0,1
1754,141,3/3/2018,McKenna,Ohio State,Limmex,Purdue,1.1,420,2,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,8,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755,141,3/3/2018,Lee,Penn State,Carr,Illinois,0.9,420,2,1,2,0,0,0,1,0,3,0,0,0,3,2,1,0,1,0,0,0,0,0,0,4,2,1,0,1,0,1,1,3,0,0,0,0,3,0,0,1,1,0,0,0,0,1
1756,141,3/3/2018,Carr,Illinois,Lee,Penn State,1.1,420,4,2,1,0,1,0,1,1,3,0,0,0,0,3,0,0,1,1,0,0,0,0,1,2,1,2,0,0,0,1,0,3,0,0,0,3,2,1,0,1,0,0,0,0,0,0
1757,141,3/3/2018,Gasca,Michigan State,Stickley,Wisconsin,0.9,420,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,1,0,2,0,0,0,1,0,1
1758,141,3/3/2018,Stickley,Wisconsin,Gasca,Michigan State,1.1,420,0,0,1,0,0,0,0,0,4,2,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1759,141,3/3/2018,Profaci,Michigan,Van Brill,Rutgers,1.1,420,3,0,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1760,141,3/3/2018,Van Brill,Rutgers,Profaci,Michigan,0.9,420,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1761,141,3/3/2018,Stickley,Wisconsin,Weaver,Indiana,1.1,420,2,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1762,141,3/3/2018,Weaver,Indiana,Stickley,Wisconsin,0.9,420,3,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1
1763,141,3/3/2018,Thorn,Minnesota,Diehl,Maryland,0.75,420,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,5,0,0,2,2,0,0
1764,141,3/3/2018,Diehl,Maryland,Thorn,Minnesota,1.25,420,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,5,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1765,141,3/3/2018,McKenna,Northwestern,Red,Nebraska ,0.9,420,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,1,0,0
1766,141,3/3/2018,Red,Nebraska ,McKenna,Northwestern,1.1,420,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,2,1,0,0,0,0,0
1767,141,3/3/2018,Turk,Iowa,Profaci,Michigan,1.1,420,3,0,1,0,5,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0
1768,141,3/3/2018,Profaci,Michigan,Turk,Iowa,0.9,420,1,0,0,0,1,0,0,0,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,0,1,0,5,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0
1769,141,3/3/2018,Diehl,Maryland,Stickley,Wisconsin,0.9,420,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1
1770,141,3/3/2018,Stickley,Wisconsin,Diehl,Maryland,1.1,420,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1771,141,3/3/2018,Turk,Iowa,Red,Nebraska,1.1,420,3,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,1,0,0,3,2,0,0,0,0,0,0,0,0,0
1772,141,3/3/2018,Red,Nebraska,Turk,Iowa,0.9,420,1,0,0,0,1,0,0,0,4,1,0,0,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1773,141,3/3/2018,Limmex,Purdue,Stickley,Wisconsin,1.1,420,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1774,141,3/3/2018,Stickley,Wisconsin,Limmex,Purdue,0.9,420,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1775,141,3/3/2018,Turk,Iowa,Lee,Penn State,0.9,420,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,2,0,0,7,0,0,0,0,0,1
1776,141,3/3/2018,Lee,Penn State,Turk,Iowa,1.1,420,2,1,1,0,0,0,1,1,1,0,0,0,0,2,0,0,7,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1777,141,3/3/2018,Limmex,Purdue,Lee,Penn State,0.75,420,4,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,3,1,1,0,0,0,0,4,3,0,0,0,0,0,3,7,0,0,0,0,0,1
1778,141,3/3/2018,Lee,Penn State,Limmex,Purdue,1.25,420,6,3,1,1,0,0,0,0,4,3,0,0,0,0,0,3,7,0,0,0,0,0,1,4,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1779,141,3/3/2018,Diehl,Maryland,Red,Nebraska,0.9,420,0,0,0,0,0,0,1,0,5,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,2,0,1,1,3,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0
1780,141,3/3/2018,Red,Nebraska,Diehl,Maryland,1.1,420,1,0,2,0,1,1,3,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,1,1,0,1,0,0,0,1,0,0
1781,141,3/3/2018,McKenna,Ohio State,Carr,Illinois,1.25,420,4,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,3,0,2,0,0,1,2,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1782,141,3/3/2018,Carr,Illinois,McKenna,Ohio State,0.75,420,2,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,3,0,2,0,0,1
1783,149,3/3/2018,Amine,Michigan,Bleise,Minnesota,0.9,420,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1784,149,3/3/2018,Bleise,Minnesota,Amine,Michigan,1.1,420,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1
1785,149,3/3/2018,Barone,Illinois,Hayes,Ohio State,0.75,420,0,0,0,0,0,0,1,0,2,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,1,0,0,2,4,2,1,0,0,0
1786,149,3/3/2018,Hayes,Ohio State,Barone,Illinois,1.25,420,1,0,0,0,3,1,0,0,1,0,0,0,1,1,0,0,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,1,0,0,0,1,0,0,0,0,0
1787,149,3/3/2018,Britton,Michigan State,McCrystal,Nebraska,0.75,420,0,0,3,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,2,0,2,0,0,1
1788,149,3/3/2018,McCrystal,Nebraska,Britton,Michigan State,1.25,420,2,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,2,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0
1789,149,3/3/2018,Deakin,Northwestern,Raya,Indiana,1.75,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1790,149,3/3/2018,Raya,Indiana,Deakin,Northwestern,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0
1791,149,3/3/2018,Nash,Purdue,Deluca,Rutgers,0.75,420,4,0,1,0,1,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,5,3,0,0,0,1,0,2,7,0,0,0,1,0,1
1792,149,3/3/2018,Deluca,Rutgers,Nash,Purdue,1.25,420,2,2,1,1,0,0,0,0,5,3,0,0,0,1,0,2,7,0,0,0,1,0,1,4,0,1,0,1,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0
1793,149,3/3/2018,Martin,Wisconsin,Bannister,Maryland,0.75,420,2,0,1,0,1,0,2,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0
1794,149,3/3/2018,Bannister,Maryland,Martin,Wisconsin,1.25,420,0,0,2,2,1,0,0,0,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0
1795,149,3/3/2018,Britton,Michigan State,Barone,Illinois,0.9,420,2,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,2,0,0,0,1,2,0,0,3,1,0,0,0,0,1
1796,149,3/3/2018,Barone,Illinois,Britton,Michigan State,1.1,420,3,2,1,0,0,0,0,0,2,0,0,0,1,2,0,0,3,1,0,0,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0
1797,149,3/3/2018,Nash,Purdue,Raya,Indiana,1.1,420,4,1,4,0,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1798,149,3/3/2018,Raya,Indiana,Nash,Purdue,0.9,420,1,0,7,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1799,149,3/3/2018,Retherford,Penn State,Bleise,Minnesota,1.25,420,5,1,1,1,2,1,0,0,0,0,0,0,0,1,0,1,5,0,0,1,1,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
1800,149,3/3/2018,Bleise,Minnesota,Retherford,Penn State,0.75,420,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,1,1,1,2,1,0,0,0,0,0,0,0,1,0,1,5,0,0,1,1,0,1
1801,149,3/3/2018,Hayes,Ohio State,McCrystal,Nebraska,1.1,420,2,0,4,2,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,1,1,1,3,0,0,1,1,0,0,0,0,0
1802,149,3/3/2018,McCrystal,Nebraska,Hayes,Ohio State,0.9,420,1,0,0,0,0,0,0,0,5,0,1,1,1,3,0,0,1,1,0,0,0,0,0,2,0,4,2,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,2,0,0
1803,149,3/3/2018,Deakin,Northwestern,Deluca,Rutgers,1.25,420,5,4,1,0,2,0,0,0,1,0,0,0,0,1,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0
1804,149,3/3/2018,Deluca,Rutgers,Deakin,Northwestern,0.75,420,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,5,4,1,0,2,0,0,0,1,0,0,0,0,1,0,1,3,2,0,0,0,0,1
1805,149,3/3/2018,Sorensen,Iowa,Bannister,Maryland,1.1,420,5,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1806,149,3/3/2018,Bannister,Maryland,Sorensen,Iowa,0.9,420,2,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
1807,149,3/3/2018,Amine,Michigan,Bannister,Maryland,0.9,420,0,0,1,0,0,0,1,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0
1808,149,3/3/2018,Bannister,Maryland,Amine,Michigan,1.1,420,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0
1809,149,3/3/2018,Barone,Illinois,Deluca,Rutgers,0.9,420,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,3,0,0,1,0,0
1810,149,3/3/2018,Deluca,Rutgers,Barone,Illinois,1.1,420,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
1811,149,3/3/2018,Nash,Purdue,McCrystal,Nebraska,0.5,165,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1812,149,3/3/2018,McCrystal,Nebraska,Nash,Purdue,1.75,165,1,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,149,3/3/2018,Bleise,Minnesota,Martin,Wisconsin,1.1,420,2,0,0,0,0,0,0,0,6,0,2,1,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1814,149,3/3/2018,Martin,Wisconsin,Bleise,Minnesota,0.9,420,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,6,0,2,1,0,1,0,0,1,0,0,0,1,0,0
1815,149,3/3/2018,Retherford,Penn State,Hayes,Ohio State,1.25,420,1,0,0,0,1,1,1,1,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1816,149,3/3/2018,Hayes,Ohio State,Retherford,Penn State,0.75,420,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0
1817,149,3/3/2018,Sorensen,Iowa,Deakin,Northwestern,1.1,420,10,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,1,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,1,0,0
1818,149,3/3/2018,Deakin,Northwestern,Sorensen,Iowa,0.9,420,3,0,2,0,1,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,1,0,0,10,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1819,149,3/3/2018,Bannister,Maryland,Deluca,Rutgers,1.1,420,1,0,0,0,3,2,0,0,1,0,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0
1820,149,3/3/2018,Deluca,Rutgers,Bannister,Maryland,0.9,420,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0,1,0,1,1,0,0,1,0,0,0,2,0,0
1821,149,3/3/2018,Bleise,Minnesota,McCrystal,Nebraska,0.9,420,1,0,2,0,0,0,0,0,1,0,2,0,3,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0
1822,149,3/3/2018,McCrystal,Nebraska,Bleise,Minnesota,1.1,420,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,2,0,3,4,0,0,0,0,0,0,0,0,0
1823,149,3/3/2018,Bannister,Maryland,Hayes,Ohio State,0.9,420,0,0,1,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,5,10,1,1,0,0,1
1824,149,3/3/2018,Hayes,Ohio State,Bannister,Maryland,1.1,420,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,5,10,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1825,149,3/3/2018,Bleise,Minnesota,Deluca,Rutgers,1.75,280,2,0,2,1,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1826,149,3/3/2018,Deluca,Rutgers,Bleise,Minnesota,0.5,280,2,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,2,0,0,0
1827,149,3/3/2018,Hayes,Ohio State,McCrystal,Nebraska,1.1,420,0,0,4,1,1,1,0,0,0,0,0,0,3,3,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,1,2,0,1,3,0,0,0,0,0
1828,149,3/3/2018,McCrystal,Nebraska,Hayes,Ohio State,0.9,420,0,0,0,0,0,0,1,0,3,0,0,0,4,1,2,0,1,3,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,3,3,0,0,1,3,0,0,1,0,0
1829,149,3/3/2018,Retherford,Penn State,Sorensen,Iowa,1.1,420,1,0,11,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,149,3/3/2018,Sorensen,Iowa,Retherford,Penn State,0.9,420,4,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1831,157,3/3/2018,Kemerer,Iowa,Danishek,Indiana,1.75,231,1,0,1,1,0,0,1,1,2,0,0,0,0,1,0,0,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,157,3/3/2018,Danishek,Indiana,Kemerer,Iowa,0.5,231,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,0,0,0,0,1,0,0,3,0,0,2,0,0,0
1833,157,3/3/2018,Parriott,Purdue,Van Brill,Rutgers,0.9,420,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0
1834,157,3/3/2018,Van Brill,Rutgers,Parriott,Purdue,1.1,420,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1835,157,3/3/2018,Oster,Northwestern,Berger,Nebraska,0.9,420,0,0,3,0,0,0,1,0,6,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,1,0,4,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1
1836,157,3/3/2018,Berger,Nebraska,Oster,Northwestern,1.1,420,2,0,1,0,4,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,3,0,0,0,1,0,6,0,0,0,3,2,0,0,0,0,0,0,1,0,0
1837,157,3/3/2018,Alexander,Maryland,Crone,Wisconsin,0.75,420,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,2,0,0,2,1,3,2,1,0,1,0,0,0,0,0,1,0,1,0,5,1,0,0,0,0,1
1838,157,3/3/2018,Crone,Wisconsin,Alexander,Maryland,1.25,420,2,1,3,2,1,0,1,0,0,0,0,0,1,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,2,0,0
1839,157,3/3/2018,Langenderfer,Illinois,Short,Minnesota,0.9,420,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1
1840,157,3/3/2018,Short,Minnesota,Langenderfer,Illinois,1.1,420,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1841,157,3/3/2018,Tucker,Michigan State,Nolf,Penn State,0.5,157,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0
1842,157,3/3/2018,Nolf,Penn State,Tucker,Michigan State,1.75,157,0,0,0,0,2,2,3,0,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1843,157,3/3/2018,Parriott,Purdue,Danishek,Indiana,1.75,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,157,3/3/2018,Danishek,Indiana,Parriott,Purdue,0.5,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1845,157,3/3/2018,Tucker,Michigan State,Langenderfer,Illinois,1.1,420,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,1,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0
1846,157,3/3/2018,Langenderfer,Illinois,Tucker,Michigan State,0.9,420,0,0,2,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,1,0,0,1
1847,157,3/3/2018,Kemerer,Iowa,Van Brill,Rutgers,1.25,420,6,2,3,1,0,0,1,1,5,2,0,0,0,0,1,0,4,1,0,0,0,0,1,3,0,2,0,0,0,2,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0
1848,157,3/3/2018,Van Brill,Rutgers,Kemerer,Iowa,0.75,420,3,0,2,0,0,0,2,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,6,2,3,1,0,0,1,1,5,2,0,0,0,0,1,0,4,1,0,0,0,0,1
1849,157,3/3/2018,Jordan,Ohio State,Berger,Nebraska,1.1,420,4,1,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1850,157,3/3/2018,Berger,Nebraska,Jordan,Ohio State,0.9,420,2,0,1,0,1,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,157,3/3/2018,Pantaleo,Michigan,Crone,Wisconsin,1.1,420,1,0,0,0,6,1,0,0,3,1,1,1,1,1,0,0,3,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0
1852,157,3/3/2018,Crone,Wisconsin,Pantaleo,Michigan,0.9,420,2,0,0,0,2,0,1,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,6,1,0,0,3,1,1,1,1,1,0,0,3,1,0,0,0,0,0
1853,157,3/3/2018,Nolf,Penn State,Short,Minnesota,1.25,420,2,0,1,0,2,0,1,1,3,1,0,0,0,2,0,2,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,157,3/3/2018,Short,Minnesota,Nolf,Penn State,0.75,420,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,1,3,1,0,0,0,2,0,2,1,0,0,2,0,0,1
1855,157,3/3/2018,Parriott,Purdue,Short,Minnesota,0.5,334,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1856,157,3/3/2018,Short,Minnesota,Parriott,Purdue,1.75,334,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
